modality	encoder_name	dataset	training_strategy	macro_f1	lower_ci	upper_ci	shots	training_time	training_params
audio	laion/clap-htsat-fused	native	logistic_regression	19.671239940619035	6.356665062818831	29.595918738312797	64	0.015360593795776367	513
audio	laion/clap-htsat-fused	digit	lt	23.537210509819644	22.527507543927026	24.44888483626907	8	4.245068311691284	5120
audio	laion/clap-htsat-fused	digit	lora	3.2751338455419456	3.0537504134933857	3.5056591303370257	8	112.15855097770691	146442
audio	laion/clap-htsat-fused	digit	logistic_regression	1.6732530468644424	0.0	12.17696988322151	8	0.02501225471496582	5130
audio	laion/clap-htsat-fused	emotion	lt	36.07334611168984	32.546743704557514	39.559662206554044	8	3.4435863494873047	4096
audio	laion/clap-htsat-fused	emotion	lora	14.021426585878158	11.669558303732632	16.343976618816416	8	88.62965297698975	145416
audio	laion/clap-htsat-fused	emotion	logistic_regression	8.996177656125854	0.0	17.19451577632371	8	0.024908065795898438	4104
audio	laion/clap-htsat-fused	gender	lt	92.18803967173854	90.98080839106893	93.31692981393195	8	4.550105094909668	1024
audio	laion/clap-htsat-fused	gender	lora	45.71407368689362	45.004531986656495	46.611504852671345	8	23.05975365638733	142338
audio	laion/clap-htsat-fused	gender	logistic_regression	67.4648219559557	51.4091321365772	78.69971488902681	8	0.015980243682861328	513
audio	laion/clap-htsat-fused	genre	lt	60.08478182193257	55.2950981997259	65.21077437278208	8	3.224029064178467	5120
audio	laion/clap-htsat-fused	genre	lora	14.63877562201848	10.574552803624409	18.048400070709615	8	112.86952376365662	146442
audio	laion/clap-htsat-fused	genre	logistic_regression	42.90389920163668	30.563404480645346	52.08189033484177	8	0.026205062866210938	5130
audio	laion/clap-htsat-fused	native	lt	25.674047186932846	24.767524962812256	26.503486683795952	8	3.5145208835601807	1024
audio	laion/clap-htsat-fused	native	lora	22.261657427765115	21.449904134913393	23.04703825886763	8	23.29967975616455	142338
audio	laion/clap-htsat-fused	native	logistic_regression	6.9315455240609944	0.0	17.107008310759944	8	0.014729499816894531	513
audio	laion/clap-htsat-fused	digit	lt	93.41410068090516	92.76151361522082	93.95959974697308	all	5.273948431015015	5120
audio	laion/clap-htsat-fused	digit	lora	99.66670169892996	99.50791619338642	99.79997764170481	all	33674.238924741745	146442
audio	laion/clap-htsat-fused	digit	logistic_regression	87.88230051093439	87.47946960704554	88.3098190685565	all	1.469184398651123	5130
audio	laion/clap-htsat-fused	emotion	lt	51.21297796392798	47.36705817608342	54.76819132787782	all	4.503823518753052	4096
audio	laion/clap-htsat-fused	emotion	lora	51.32416567739123	47.51814672170011	55.2165295568344	all	3202.453277349472	145416
audio	laion/clap-htsat-fused	emotion	logistic_regression	54.217290337130244	52.78885352717732	55.22400945739312	all	0.12286138534545898	4104
audio	laion/clap-htsat-fused	gender	lt	96.91355084543939	96.06790799984117	97.68779544201058	all	3.7519373893737793	1024
audio	laion/clap-htsat-fused	gender	lora	99.89071034269958	99.72602677175063	100.0	all	34570.45648121834	142338
audio	laion/clap-htsat-fused	gender	logistic_regression	93.9343050576631	93.3334092675428	94.39789749103421	all	0.08624649047851562	513
audio	laion/clap-htsat-fused	genre	lt	64.13233659760098	58.84391242728658	69.08730518531091	all	3.3059873580932617	5120
audio	laion/clap-htsat-fused	genre	lora	49.29676834510287	44.4907426812134	54.645120386093424	all	623.8824791908264	146442
audio	laion/clap-htsat-fused	genre	logistic_regression	65.07014977532783	64.44960072667838	65.4076705585764	all	0.03907012939453125	5130
audio	laion/clap-htsat-fused	native	lt	64.21674274023268	60.99395760625247	67.5034618453009	all	4.224445104598999	1024
audio	laion/clap-htsat-fused	native	lora	98.93046539609918	98.29546578907991	99.5579117223391	all	33478.08528327942	142338
audio	laion/clap-htsat-fused	native	logistic_regression	46.9309017815286	44.63630678805456	48.597812308860426	all	0.07571291923522949	513
audio	laion/larger_clap_music_and_speech	digit	zs	7.46981361261889	6.95209635085893	8.045311461154485	0	0.0	0
audio	laion/larger_clap_music_and_speech	emotion	zs	8.385140345978433	6.686232526790819	10.138636440987959	0	0.0	0
audio	laion/larger_clap_music_and_speech	gender	zs	51.613357665971435	50.74621929588324	52.47981305634354	0	0.0	0
audio	laion/larger_clap_music_and_speech	genre	zs	56.977206945648284	52.214416951105626	61.08178040182849	0	0.0	0
audio	laion/larger_clap_music_and_speech	native	zs	48.67847061842443	48.65211810012837	48.700410396716826	0	0.0	0
audio	laion/larger_clap_music_and_speech	digit	lt	56.13538034184325	54.87306851541541	57.45617887372961	512	3.4399187564849854	5120
audio	laion/larger_clap_music_and_speech	digit	lora	99.21683624488654	98.97541318287492	99.43353055044207	512	2346.3180334568024	291850
audio	laion/larger_clap_music_and_speech	digit	logistic_regression	46.276236713841584	40.003539485352846	51.10951843789885	512	0.22672343254089355	5130
audio	laion/larger_clap_music_and_speech	emotion	lt	57.584266783018	53.965680996823664	61.57777066776116	512	3.521066427230835	4096
audio	laion/larger_clap_music_and_speech	emotion	lora	66.04392813610616	62.63999841893124	69.40904871844253	512	1929.2864663600922	290824
audio	laion/larger_clap_music_and_speech	emotion	logistic_regression	56.37040210166697	52.74302666834748	59.594289974778356	512	0.19370412826538086	4104
audio	laion/larger_clap_music_and_speech	gender	lt	93.47350788073922	92.31153338675622	94.64917409011187	512	4.758569240570068	1024
audio	laion/larger_clap_music_and_speech	gender	lora	97.08221266302542	96.2919702616015	97.73550724637681	512	481.7536506652832	287746
audio	laion/larger_clap_music_and_speech	gender	logistic_regression	90.7332831603589	85.97229982511598	94.90125106376892	512	0.022677183151245117	513
audio	laion/larger_clap_music_and_speech	genre	lt	73.91228732575009	69.4445933400119	78.02170713310323	512	3.6404995918273926	5120
audio	laion/larger_clap_music_and_speech	genre	lora	74.25639732722165	69.3980910419565	78.46718167369737	512	2366.1967327594757	291850
audio	laion/larger_clap_music_and_speech	genre	logistic_regression	71.4339762841357	66.66396854758004	74.40769777408765	512	0.17064237594604492	5130
audio	laion/larger_clap_music_and_speech	native	lt	46.98363157843243	46.17752544360537	47.771669431780644	512	3.4776875972747803	1024
audio	laion/larger_clap_music_and_speech	native	lora	40.61124686193467	39.835484117541164	41.4402259718339	512	467.7531363964081	287746
audio	laion/larger_clap_music_and_speech	native	logistic_regression	44.09673630049825	38.05651492994892	48.62850275754942	512	0.021899938583374023	513
audio	laion/larger_clap_music_and_speech	digit	lt	46.178557923498715	44.84077707208801	47.338026840320055	64	5.10673713684082	5120
audio	laion/larger_clap_music_and_speech	digit	lora	82.94388882136386	81.93860335898925	83.87560098126833	64	299.43718910217285	291850
audio	laion/larger_clap_music_and_speech	digit	logistic_regression	39.86151852196814	30.456371026692263	50.01167053959165	64	0.04178476333618164	5130
audio	laion/larger_clap_music_and_speech	emotion	lt	53.69595827005176	49.61160086953018	57.40848942169029	64	3.605921983718872	4096
audio	laion/larger_clap_music_and_speech	emotion	lora	29.274375634502313	26.400447429792067	32.33211702147781	64	237.0431351661682	290824
audio	laion/larger_clap_music_and_speech	emotion	logistic_regression	42.82269879811564	34.061567895970356	51.29618725986409	64	0.045089006423950195	4104
audio	laion/larger_clap_music_and_speech	gender	lt	89.15169715671148	87.50313936787705	90.65075779398313	64	3.207857370376587	1024
audio	laion/larger_clap_music_and_speech	gender	lora	68.32677869514889	67.27160484871992	69.1329836304998	64	59.51096510887146	287746
audio	laion/larger_clap_music_and_speech	gender	logistic_regression	83.63311340452422	68.81726768078863	91.66378022793373	64	0.018029212951660156	513
audio	laion/larger_clap_music_and_speech	genre	lt	79.74074591190912	75.39815547544319	83.96069406024203	64	3.4048590660095215	5120
audio	laion/larger_clap_music_and_speech	genre	lora	61.972115700746656	57.629393200096125	65.6033710980593	64	300.67020297050476	291850
audio	laion/larger_clap_music_and_speech	genre	logistic_regression	62.46887008969093	49.889220383643085	70.76884772140629	64	0.04236626625061035	5130
audio	laion/larger_clap_music_and_speech	native	lt	20.73234719773119	19.93883714982505	21.480249020962606	64	3.397451639175415	1024
audio	laion/larger_clap_music_and_speech	native	lora	27.83823655893287	26.999137475775058	28.734537733177767	64	59.4607834815979	287746
audio	laion/larger_clap_music_and_speech	native	logistic_regression	28.38655635049913	14.967981182380068	34.862430997646385	64	0.016803741455078125	513
audio	laion/larger_clap_music_and_speech	digit	lt	31.961116100924773	30.873584293634167	32.99345943893606	8	3.5186710357666016	5120
audio	laion/larger_clap_music_and_speech	digit	lora	3.442062129643498	3.1228506161844654	3.7793250607877504	8	38.773566007614136	291850
audio	laion/larger_clap_music_and_speech	digit	logistic_regression	13.068286780508679	0.0	21.992046955738694	8	0.022079944610595703	5130
audio	laion/larger_clap_music_and_speech	emotion	lt	38.774407157273636	34.814337502936915	42.969547153563695	8	3.374573230743408	4096
audio	laion/larger_clap_music_and_speech	emotion	lora	8.839968226054154	6.82000738992854	10.649276322075856	8	34.84675884246826	290824
audio	laion/larger_clap_music_and_speech	emotion	logistic_regression	12.588413001931864	0.0	25.92642196797249	8	0.02237987518310547	4104
audio	laion/larger_clap_music_and_speech	gender	lt	93.44687841060191	92.18798390914871	94.71405483720649	8	3.289860725402832	1024
audio	laion/larger_clap_music_and_speech	gender	lora	47.82608695652174	47.82608695652174	47.82608695652174	8	7.960043907165527	287746
audio	laion/larger_clap_music_and_speech	gender	logistic_regression	81.82029583366437	69.60130393124271	90.11092919064187	8	0.012927770614624023	513
audio	laion/larger_clap_music_and_speech	genre	lt	75.15412275351423	71.01843359996822	79.55101227128453	8	3.2543044090270996	5120
audio	laion/larger_clap_music_and_speech	genre	lora	11.118146305208871	7.879990112696694	14.429984393473925	8	37.3755898475647	291850
audio	laion/larger_clap_music_and_speech	genre	logistic_regression	53.688235442485166	39.06779690641604	66.53399612231611	8	0.02154088020324707	5130
audio	laion/larger_clap_music_and_speech	native	lt	48.742647810032544	47.66265674841082	49.75909662699533	8	3.353055238723755	1024
audio	laion/larger_clap_music_and_speech	native	lora	37.626446056962145	36.84763360780502	38.46743466617031	8	7.858613014221191	287746
audio	laion/larger_clap_music_and_speech	native	logistic_regression	27.27952847016487	15.243171494173414	40.605826123215024	8	0.014009237289428711	513
audio	laion/larger_clap_music_and_speech	digit	lt	91.68772480117472	90.94259365166357	92.30813806374242	all	3.665919542312622	5120
audio	laion/larger_clap_music_and_speech	digit	lora	99.58362588541198	99.41766519732937	99.74226441519049	all	11220.15581870079	291850
audio	laion/larger_clap_music_and_speech	digit	logistic_regression	86.48457858209791	85.92116530852522	86.82720658170702	all	1.3952412605285645	5130
audio	laion/larger_clap_music_and_speech	emotion	lt	56.0737642227443	52.85234652807406	59.76501530592798	all	3.4027650356292725	4096
audio	laion/larger_clap_music_and_speech	emotion	lora	63.495187251927454	59.46607481128334	66.84536632340215	all	1069.6081657409668	290824
audio	laion/larger_clap_music_and_speech	emotion	logistic_regression	58.749983560638256	58.10405811205549	59.06725377834785	all	0.08797264099121094	4104
audio	laion/larger_clap_music_and_speech	gender	lt	98.81717716822178	98.29775402829416	99.29478478717316	all	3.830095052719116	1024
audio	laion/larger_clap_music_and_speech	gender	lora	99.83621472577022	99.61713733402333	100.0	all	10952.54814004898	287746
audio	laion/larger_clap_music_and_speech	gender	logistic_regression	97.99245758880772	97.44417714861291	98.33547389276778	all	0.08850216865539551	513
audio	laion/larger_clap_music_and_speech	genre	lt	75.14328274213989	71.05488267024602	79.37860151302843	all	3.2261574268341064	5120
audio	laion/larger_clap_music_and_speech	genre	lora	63.482631964696765	59.01052382303309	68.1895186575824	all	206.54498887062073	291850
audio	laion/larger_clap_music_and_speech	genre	logistic_regression	75.30408303798171	74.66144588865747	75.60656687066881	all	0.033908843994140625	5130
audio	laion/larger_clap_music_and_speech	native	lt	90.292706026425	88.29103263935782	92.16029661006087	all	4.494773864746094	1024
audio	laion/larger_clap_music_and_speech	native	lora	99.20424110021035	98.57852242143967	99.648011057146	all	11064.325031995773	287746
audio	laion/larger_clap_music_and_speech	native	logistic_regression	62.78631733153086	62.191694463391656	63.25299533200789	all	0.10637426376342773	513
audio	mispeech/GLAP	digit	zs	98.53970873320803	98.27495664030963	98.80275387813164	0	0.0	0
audio	mispeech/GLAP	emotion	zs	3.974358974358974	2.8705938774745547	5.155027594356863	0	0.0	0
audio	mispeech/GLAP	gender	zs	51.67816600117283	50.34416985269239	53.11340109749489	0	0.0	0
audio	mispeech/GLAP	genre	zs	72.05961643116711	67.51128847881269	76.31210261869026	0	0.0	0
audio	mispeech/GLAP	native	zs	37.272901128322815	36.39497856338905	38.151199117754466	0	0.0	0
audio	mispeech/GLAP	digit	lt	99.98333332175925	99.94999968749806	100.0	512	4.595067501068115	10240
audio	mispeech/GLAP	digit	logistic_regression	94.22053465573677	88.47810275012247	99.1603032558787	512	5.3826117515563965	10250
audio	mispeech/GLAP	emotion	lt	54.492270669005464	50.19529389093056	58.21020344793415	512	4.014399290084839	8192
audio	mispeech/GLAP	emotion	logistic_regression	49.23102426353407	45.47985034989996	52.63224087856514	512	0.25571322441101074	8200
audio	mispeech/GLAP	gender	lt	85.04245765208684	83.72096386114208	86.2357755649961	512	3.222376823425293	2048
audio	mispeech/GLAP	gender	logistic_regression	60.808205252670234	58.27505619301567	62.157934577327154	512	0.02839064598083496	1025
audio	mispeech/GLAP	genre	lt	77.91773510865185	73.91125801684458	81.95092458367766	512	4.338932514190674	10240
audio	mispeech/GLAP	genre	logistic_regression	77.83364987090866	75.18374455001123	80.11504314559082	512	9.864204406738281	10250
audio	mispeech/GLAP	native	lt	62.56793061280377	61.391991658834385	63.639664809709906	512	2.8087668418884277	2048
audio	mispeech/GLAP	native	logistic_regression	47.442493718217925	43.773576922380045	51.731096852276124	512	0.0277407169342041	1025
audio	mispeech/GLAP	digit	lt	99.98333332175925	99.94999968749806	100.0	64	3.2320735454559326	10240
audio	mispeech/GLAP	digit	logistic_regression	90.37270025497995	81.5495171521047	96.64175167951396	64	1.887399435043335	10250
audio	mispeech/GLAP	emotion	lt	45.07610410491411	40.976122827521024	49.429636562625504	64	3.3985836505889893	8192
audio	mispeech/GLAP	emotion	logistic_regression	27.59733202032398	17.512331526224727	33.697206909592374	64	0.06939291954040527	8200
audio	mispeech/GLAP	gender	lt	67.54858975474703	66.11007944251398	68.95586616264848	64	2.6994056701660156	2048
audio	mispeech/GLAP	gender	logistic_regression	36.88248433325068	24.81339891531334	42.31691137626509	64	0.0188751220703125	1025
audio	mispeech/GLAP	genre	lt	76.55663990955978	71.9997388031999	80.95441776118203	64	3.5141170024871826	10240
audio	mispeech/GLAP	genre	logistic_regression	72.04497169310108	64.91009497948458	79.36672510141227	64	3.1972439289093018	10250
audio	mispeech/GLAP	native	lt	49.207220379296814	48.29376019386893	50.182256782905945	64	2.7925052642822266	2048
audio	mispeech/GLAP	native	logistic_regression	24.592956923569925	7.726128095519277	35.994493017458176	64	0.01633763313293457	1025
audio	mispeech/GLAP	digit	lt	99.96666657407381	99.91666521988229	100.0	8	3.2362277507781982	10240
audio	mispeech/GLAP	digit	logistic_regression	85.57210802005099	67.44692930309112	93.13374629783095	8	0.040328264236450195	10250
audio	mispeech/GLAP	emotion	lt	23.125367394113635	20.045595888700756	26.225685655095806	8	3.2192814350128174	8192
audio	mispeech/GLAP	emotion	logistic_regression	0.0	0.0	8.678853028166126	8	0.02856898307800293	8200
audio	mispeech/GLAP	gender	lt	39.2434518254479	38.26257116305757	40.14517613772742	8	2.9529519081115723	2048
audio	mispeech/GLAP	gender	logistic_regression	13.12315704127548	0.0	22.357860918214946	8	0.014898300170898438	1025
audio	mispeech/GLAP	genre	lt	79.2505233584815	75.0341265957462	83.44306209952866	8	3.1687607765197754	10240
audio	mispeech/GLAP	genre	logistic_regression	56.95883368637963	42.17419987123421	69.57823806859956	8	0.047278404235839844	10250
audio	mispeech/GLAP	native	lt	38.381246625583536	37.5401341134723	39.228501061984886	8	2.935131549835205	2048
audio	mispeech/GLAP	native	logistic_regression	29.515111483401114	17.71052218755717	41.406734300586166	8	0.01678180694580078	1025
audio	mispeech/GLAP	digit	lt	99.98333332175925	99.94999968749806	100.0	all	12.49419903755188	10240
audio	mispeech/GLAP	digit	logistic_regression	99.19930921487062	98.44009413221532	99.77060051223224	all	4.134085416793823	10250
audio	mispeech/GLAP	emotion	lt	56.895278278595704	52.80780320112084	60.849194064851154	all	3.8563897609710693	8192
audio	mispeech/GLAP	emotion	logistic_regression	44.73077251116916	44.21443584286332	45.02352044027735	all	0.16131305694580078	8200
audio	mispeech/GLAP	gender	lt	95.12632563942607	94.17067036365171	96.12374850989522	all	10.959470748901367	2048
audio	mispeech/GLAP	gender	logistic_regression	86.68527242758003	86.18358752261486	87.0726053540353	all	0.2508890628814697	1025
audio	mispeech/GLAP	genre	lt	77.1016911133841	72.843122232041	81.1459662453971	all	3.239686965942383	10240
audio	mispeech/GLAP	genre	logistic_regression	82.59614598681641	82.13865715010276	82.88139834304042	all	0.07576918601989746	10250
audio	mispeech/GLAP	native	lt	63.29451505982811	59.99829463733515	65.99431040084957	all	8.45707106590271	2048
audio	mispeech/GLAP	native	logistic_regression	49.05433891473247	48.479708535158224	49.496294871234404	all	0.18514060974121094	1025
audio	most_frequent	digit		1.8181818181818181	1.8181818181818181	1.8181818181818181	all	0.0	0
audio	most_frequent	emotion		2.941176470588235	2.941176470588235	2.941176470588235	all	0.0	0
audio	most_frequent	gender		47.82608695652174	47.82608695652174	47.82608695652174	all	0.0	0
audio	most_frequent	genre		1.9875776397515525	1.9875776397515525	1.9875776397515525	all	0.0	0
audio	most_frequent	native		48.717948717948715	48.717948717948715	48.717948717948715	all	0.0	0
audio	stratified	digit		10.259595738578764	9.485639716944732	11.09642950951828	all	0.0	0
audio	stratified	emotion		14.909971973155933	11.90036850250521	17.867487433843003	all	0.0	0
audio	stratified	gender		50.109597711927975	48.89479453831898	51.42308590434753	all	0.0	0
audio	stratified	genre		10.300025526923433	6.965756164619806	13.703213313659058	all	0.0	0
audio	stratified	native		51.09451764246149	49.7275017454847	52.6245328573264	all	0.0	0
image	google/siglip-so400m-patch14-384	deepfake	zs	36.5359341687093	35.3140330693794	37.78208173730867	0	0.0	0
image	google/siglip-so400m-patch14-384	eurosat	zs	35.916120893341855	34.40963385186814	37.52469312897224	0	0.0	0
image	google/siglip-so400m-patch14-384	hate	zs	51.86306780776827	48.875841442622125	54.94759185675085	0	0.0	0
image	google/siglip-so400m-patch14-384	propaganda	zs	32.194806085448036	29.794392314207517	34.76463808623965	0	0.0	0
image	google/siglip-so400m-patch14-384	deepfake	lt	97.43083568802791	96.73006359992962	98.08485655632076	512	5.204543352127075	2304
image	google/siglip-so400m-patch14-384	deepfake	lora	99.39279385293494	99.0191012474673	99.67304541171691	512	4113.477131128311	997634
image	google/siglip-so400m-patch14-384	deepfake	logistic_regression	90.36710965542359	86.40853837283645	93.52018897820459	512	0.3953988552093506	1153
image	google/siglip-so400m-patch14-384	eurosat	lt	96.39080463636225	95.76713290032386	97.09513583189087	512	3.941293716430664	11520
image	google/siglip-so400m-patch14-384	eurosat	lora	97.4378858785103	96.81008837184953	98.02949736812889	512	20641.007120370865	1006858
image	google/siglip-so400m-patch14-384	eurosat	logistic_regression	87.45105577261026	79.86788952978978	91.51785495297521	512	31.6435866355896	11530
image	google/siglip-so400m-patch14-384	hate	lt	64.27395571371531	61.25739796070179	67.17943718030412	512	4.73190450668335	2304
image	google/siglip-so400m-patch14-384	hate	lora	64.80728469096773	61.85335744658362	67.84335655135251	512	4113.043699026108	997634
image	google/siglip-so400m-patch14-384	hate	logistic_regression	57.834169035449634	48.624155343045516	62.42033596676454	512	0.03473711013793945	1153
image	google/siglip-so400m-patch14-384	propaganda	lt	46.67987666470846	42.989874147221634	50.430840257982844	512	4.821713209152222	3456
image	google/siglip-so400m-patch14-384	propaganda	lora	53.107939754983	49.21056289909953	56.626735559337114	512	6207.553206443787	998787
image	google/siglip-so400m-patch14-384	propaganda	logistic_regression	45.82872203557132	39.979174403583905	51.220751622290095	512	0.1740550994873047	3459
image	google/siglip-so400m-patch14-384	deepfake	lt	93.03976060942922	92.01056119265797	94.16135400674563	64	4.852784872055054	2304
image	google/siglip-so400m-patch14-384	deepfake	lora	80.52142029169534	78.79202232693174	82.2503093685636	64	530.2638328075409	997634
image	google/siglip-so400m-patch14-384	deepfake	logistic_regression	76.9885822373256	62.74589646683872	87.3417697266625	64	0.05484485626220703	1153
image	google/siglip-so400m-patch14-384	eurosat	lt	93.88568890576664	92.97961961287349	94.71586307666975	64	5.991708755493164	11520
image	google/siglip-so400m-patch14-384	eurosat	lora	91.38129129192991	90.25230635024487	92.40003952456006	64	2695.4212822914124	1006858
image	google/siglip-so400m-patch14-384	eurosat	logistic_regression	76.06304211891204	63.4077166442385	84.7110425413254	64	3.788273572921753	11530
image	google/siglip-so400m-patch14-384	hate	lt	61.81288312732389	58.88046572632414	64.64599796714488	64	5.847111701965332	2304
image	google/siglip-so400m-patch14-384	hate	lora	56.1956195619562	53.06302290250128	59.24632300734912	64	517.4586107730865	997634
image	google/siglip-so400m-patch14-384	hate	logistic_regression	54.29370770515124	43.14983813791769	63.77376106794477	64	0.016995906829833984	1153
image	google/siglip-so400m-patch14-384	propaganda	lt	42.31312249198751	39.51021621099387	45.05819308798029	64	4.798908710479736	3456
image	google/siglip-so400m-patch14-384	propaganda	lora	46.14243922999683	43.102440086771466	49.35594142029121	64	778.1194322109222	998787
image	google/siglip-so400m-patch14-384	propaganda	logistic_regression	35.583951130206465	21.99041313318486	41.97423073222814	64	0.02953171730041504	3459
image	google/siglip-so400m-patch14-384	deepfake	lt	68.90286904251504	66.85629140281415	70.77128211768986	8	4.086158275604248	2304
image	google/siglip-so400m-patch14-384	deepfake	lora	33.669509772020795	33.23839884679886	34.24371394261242	8	65.50284934043884	997634
image	google/siglip-so400m-patch14-384	deepfake	logistic_regression	49.88045880580984	33.538655508875095	62.94824103644683	8	0.0159151554107666	1153
image	google/siglip-so400m-patch14-384	eurosat	lt	84.46382740662087	83.19010457765182	85.77888060933462	8	3.678302526473999	11520
image	google/siglip-so400m-patch14-384	eurosat	lora	32.95096004856434	31.351055444195552	34.46475201380123	8	324.83154916763306	1006858
image	google/siglip-so400m-patch14-384	eurosat	logistic_regression	62.08666690718855	48.41687485149087	69.70236810005883	8	0.041265249252319336	11530
image	google/siglip-so400m-patch14-384	hate	lt	58.49298531451815	55.52305449827198	61.639326895741355	8	4.851161956787109	2304
image	google/siglip-so400m-patch14-384	hate	lora	45.192940301496044	42.339415019229506	47.83021705439584	8	66.00271725654602	997634
image	google/siglip-so400m-patch14-384	hate	logistic_regression	47.80415019044431	33.34447430299093	54.33780484112442	8	0.015443563461303711	1153
image	google/siglip-so400m-patch14-384	propaganda	lt	38.69751402865294	35.61833429780086	41.48383343772593	8	4.9201459884643555	3456
image	google/siglip-so400m-patch14-384	propaganda	lora	13.834717677657524	12.281255520808115	15.387764778339957	8	97.49767518043518	998787
image	google/siglip-so400m-patch14-384	propaganda	logistic_regression	28.46712358979866	12.880026268437486	35.99871066979655	8	0.02761101722717285	3459
image	google/siglip-so400m-patch14-384	deepfake	lt	98.87895781299906	98.3651722758563	99.32388440698084	all	4.008235931396484	2304
image	google/siglip-so400m-patch14-384	deepfake	lora	99.48621018325265	99.15923009929192	99.76645917420575	all	34858.81347775459	997634
image	google/siglip-so400m-patch14-384	deepfake	logistic_regression	97.15014538293265	96.69730210070145	97.53528637732285	all	0.771082878112793	1153
image	google/siglip-so400m-patch14-384	eurosat	lt	97.34829214770849	96.7519978610211	97.93157622553676	all	4.9669106006622314	11520
image	google/siglip-so400m-patch14-384	eurosat	lora	98.274870874531	97.74660406455905	98.71710981218467	all	76228.2749209404	1006858
